time,wds,sp,t2m,wds_scaled,hour,month,date,dayofweek,dayofyear
2021-05-05 13:00:00,6.389617150862391,-0.4981259731671953,0.31147810121397207,0.3731644370242066,13,5,2021-05-05,2,125
2021-05-05 14:00:00,6.3389989016718165,-0.523510917729644,0.3045524308164762,0.4572714872462751,14,5,2021-05-05,2,125
2021-05-05 15:00:00,5.970317936435269,-0.6194492823370741,0.24774853182277498,0.4272889772587936,15,5,2021-05-05,2,125
2021-05-05 16:00:00,5.739916065492087,-0.6166267970803117,0.15632276555170044,0.3858598408313113,16,5,2021-05-05,2,125
2021-05-05 17:00:00,5.0060355215146295,-0.6269759096884744,0.032504791496071724,0.4223591267767372,17,5,2021-05-05,2,125
2021-05-05 18:00:00,4.302673748746776,-0.6091001697289367,-0.13297744501640046,0.3192089708440117,18,5,2021-05-05,2,125
2021-05-05 19:00:00,4.506155624888408,-0.49435394811726313,-0.30573444548730044,0.3207958963198998,19,5,2021-05-05,2,125
2021-05-05 20:00:00,3.9777720167866697,-0.34105118407821566,-0.35831679819938067,0.3715775115483186,20,5,2021-05-05,2,125
2021-05-05 21:00:00,3.5087098347760093,-0.25921653438036585,-0.4364791707254406,0.3826859898795351,21,5,2021-05-05,2,125
2021-05-05 22:00:00,3.198228151847207,-0.23665407507470496,-0.4823671410339486,0.3557082567894377,22,5,2021-05-05,2,125
2021-05-05 23:00:00,3.008431710202492,-0.26957435836278604,-0.5338914052130769,0.3461867039341091,23,5,2021-05-05,2,125
2021-05-06 00:00:00,3.00750704349088,-0.30624053257805245,-0.5277860506444974,0.4905969222399249,0,5,2021-05-06,3,126
2021-05-06 01:00:00,3.1549153621396884,-0.3288204146322028,-0.4884703340324908,0.5144008043782462,1,5,2021-05-06,3,126
2021-05-06 02:00:00,3.08557289608802,-0.3579860956188411,-0.4877678237705706,0.4969446241434772,2,5,2021-05-06,3,126
2021-05-06 03:00:00,3.1206611785703764,-0.41064461068096403,-0.48999748326339587,0.5144008043782461,3,5,2021-05-06,3,126
2021-05-06 04:00:00,3.059755083201595,-0.4087664383928017,-0.5038423393482816,0.4493368598668347,4,5,2021-05-06,3,126
2021-05-06 05:00:00,3.185834955067938,-0.3297612430511405,-0.4770885870043913,0.3588821077412139,5,5,2021-05-06,3,126
2021-05-06 06:00:00,3.657681063287762,-0.2949610452000659,-0.34294046974351516,0.3937944682107517,6,5,2021-05-06,3,126
2021-05-06 07:00:00,5.404239897100031,-0.1454285639361195,-0.1913074124559973,0.5556608667513364,7,5,2021-05-06,3,126
2021-05-06 08:00:00,6.448424802897793,-0.08052882577889507,0.019830425586049815,0.455684561770387,8,5,2021-05-06,3,126
2021-05-06 09:00:00,6.685645126918051,-0.02315571497304564,0.188128107071287,0.4239460522526253,9,5,2021-05-06,3,126
2021-05-06 10:00:00,6.554644989941816,-0.005279975013507853,0.31617086976358966,0.4350545305838419,10,5,2021-05-06,3,126
2021-05-06 11:00:00,6.282957509632427,0.015409538828560335,0.4120559550203209,0.4049029465419683,11,5,2021-05-06,3,126
2021-05-06 12:00:00,6.1332774540047055,-0.010914491877944155,0.4730878850057552,0.3414259275064449,12,5,2021-05-06,3,126
2021-05-06 13:00:00,6.242947796529777,-0.057008115305807024,0.486232392398752,0.3493605548858854,13,5,2021-05-06,3,126
2021-05-06 14:00:00,6.284298260508087,-0.06265308581933193,0.45853187237880594,0.3414259275064449,14,5,2021-05-06,3,126
2021-05-06 15:00:00,6.104450159365383,-0.0824035135173443,0.3916366836688963,0.3493605548858853,15,5,2021-05-06,3,126
2021-05-06 16:00:00,5.767400185742099,-0.1557689651700249,0.304904766732455,0.3720837314079567,16,5,2021-05-06,3,126
2021-05-06 17:00:00,4.903119510282193,-0.1651685379850179,0.1782691861340301,0.4763145929569321,17,5,2021-05-06,3,126
2021-05-06 18:00:00,4.229346212454355,-0.18774842003916822,0.004456258700221636,0.398555244638416,18,5,2021-05-06,3,126
2021-05-06 19:00:00,4.0668272564545935,-0.09839585436420081,-0.17464170747325622,0.4049029465419683,19,5,2021-05-06,3,126
2021-05-06 20:00:00,3.780267465819832,-0.010914491877944155,-0.2555049617601319,0.5350308355647913,20,5,2021-05-06,3,126
2021-05-06 21:00:00,3.4425454233603427,-0.06734851653971242,-0.3172361596524273,0.4890099967640368,21,5,2021-05-06,3,126
2021-05-06 22:00:00,3.3631999361638094,-0.10967708401701856,-0.3441131214884102,0.3715775115483186,22,5,2021-05-06,3,126
2021-05-06 23:00:00,3.3480805870954016,-0.13602027974686906,-0.3761540741419951,0.3366651510787806,23,5,2021-05-06,3,126
2021-05-07 00:00:00,3.5362834309346702,-0.16328688114716783,-0.3946971027015888,0.36205595869299,0,5,2021-05-07,4,127
